CDS	TUs	rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Norf1	TU292	BA000022.2-298948-minus	247.1551136312652	4.474819515178515	0.2832260401653495	15.799463610641455	3.137749997843081e-56	1.082523749255863e-52
slr1834	TU958	BA000022.2-943753-plus	67.36304998488022	5.150113352091284	0.44772067332627175	11.502960794348205	1.2746653180438945e-30	2.1987976736257182e-27
Norf1	TU292	BA000022.2-298934-minus	59.68713639678583	4.3171091892089875	0.38533846815781614	11.203421267146645	3.9228514773708486e-29	4.511279198976476e-26
slr2076	TU924	BA000022.2-917184-plus	121.55324387580355	3.6514451085359556	0.3284487006928462	11.117246318324334	1.0341472722211282e-28	8.91952022290723e-26
slr1986	TU1472	BA000022.2-1431349-plus	233.1499234557585	-4.628849287995656	0.450523374703335	-10.274382080716025	9.193165008630399e-25	6.343283855954975e-22
slr0476	TU2753	BA000022.2-2613294-plus	105.67640365259462	-3.6506136196380474	0.3698233102084574	-9.871237206709104	5.547608172974741e-23	3.1898746994604765e-20
slr0476	TU2753	BA000022.2-2613286-plus	129.36860615845598	-3.50076866281823	0.36876708870297975	-9.493169998253	2.2411308936385118e-21	1.1045573690075523e-18
slr1835	TU959	BA000022.2-946051-plus	41.38658919166678	4.668779363848499	0.4964809768176648	9.4037427048552	5.2655954704114395e-21	2.2707880466149333e-18
sll1514	TU445	BA000022.2-460321-minus	51.70602458329608	4.047699046761111	0.445626348941159	9.083168121406516	1.0545954210640663e-19	3.6383542026710286e-17
slr1146,sml0011	TU807	BA000022.2-811104-minus	64.26476108739887	3.5806553179628473	0.3940511797335004	9.086777307415929	1.020180599789116e-19	3.6383542026710286e-17
Norf1_5'UTR	TU292	BA000022.2-298998-minus	60.87295577538418	4.022818969254923	0.473568724971361	8.494688853234983	1.9846385162620248e-17	5.7058357342533215e-15
	TU3505	BA000022.2-3324448-minus	32.9861838947623	6.843393441081843	0.8055088941154012	8.495739142144624	1.96677262561644e-17	5.7058357342533215e-15
slr1634	TU2127	BA000022.2-2047190-plus	28.734206745215566	4.947556469594781	0.5967802247691927	8.290416244117791	1.1285283733722e-16	2.994940683180069e-14
	TU6083	AP006585.1-82664-minus	33.18032078407028	3.3489334479654693	0.40768909804741066	8.214429730902488	2.1317488325501996e-16	5.253238194498706e-14
slr0261	TU1546	BA000022.2-1511125-plus	29.402262181749535	4.142043919672541	0.5108464846931582	8.108196970681858	5.1376406051070495e-16	1.1078037554762075e-13
slr2051	TU584	BA000022.2-597201-plus	133.6943803383735	-3.150898879964153	0.3885424899905188	-8.109534892930348	5.081388724999084e-16	1.1078037554762075e-13
Norf1	TU292	BA000022.2-298952-minus	21.634283728337522	4.5985346918627	0.5751641779904721	7.995168801939673	1.2939646152097853e-15	2.480098845818755e-13
	TU445	BA000022.2-460231-minus	34.50584812808811	5.7644084780157705	0.720505810824589	8.000502412907183	1.2391256513091575e-15	2.480098845818755e-13
slr2076	TU924	BA000022.2-917149-plus	77.14088833236937	2.3431107550331487	0.3022356003790058	7.752596822131044	9.003212108791031e-15	1.6347937776488978e-12
slr2076	TU924	BA000022.2-916999-plus	23.688411986140384	4.097490950741182	0.5322578046393099	7.698320090426649	1.3786666702576116e-14	2.37820000619438e-12
slr1834	TU958	BA000022.2-943855-plus	56.145075479365616	2.808318550896423	0.3654033195968867	7.685531029095638	1.5236367142273703e-14	2.5031174590878227e-12
Norf1_5'UTR	TU292	BA000022.2-299110-minus	22.772180468862185	4.445908758763265	0.5864746427008901	7.580734843519463	3.4360319713730074e-14	5.388322864198579e-12
	TU445	BA000022.2-460235-minus	31.06205906658581	5.635616700999165	0.7581809033900035	7.433076559698364	1.0610044827282646e-13	1.591506724092397e-11
